pid	n_ppi	cell_names	n_annotations	specificity
11724819	4	PAC1,MDCK,C2C12,HeLa	4	2-4
11777942	4	HeLa,HEK293,BHK-21,HF-1 [Human follicular lymphoma]	4	2-4
11846885	4	NIH 3T3,Hep-G2,ES-R1/E,RIE-1	4	2-4
11927607	4	BL-21,LM-609/SV40,HEK293	3	2-4
12082081	4	K-562,BL-21,HUVEC-C	3	2-4
12196507	4	HeLa	1	1
12235123	4	BJAB,CCRF-CEM,HEK293T,H9,HeLa,MCF-7,Jurkat,SW13,A-549	9	5-9
12356872	4	M21,MCF-7,PC12,NIH 3T3,LM-609/SV40,Marcus,COS-7	7	5-9
12592373	4	T-47D,MDA-MB-468,MCF-7,HT-29	4	2-4
14562029	4	Hep-G2,HEK293T,HEK293	3	2-4
14707117	4	LB 27.4,Jurkat,COS-7,Jurkat E6.1	4	2-4
15078903	4	LI 27,HeLa	2	2-4
15583032	4	PC-10,U2OS,IMR-90,MEF (C57BL/6),COS-7,G-292 clone A141B1,NIH 3T3,MC3T3-E1,MG-63	9	5-9
15886699	4	BE26,MDA-MB-231,T-47D,HEC-59	4	2-4
16203867	4	HT29-19A,COS-7	2	2-4
16301330	4	COS-1,HEK293	2	2-4
16396833	4	HEp-2,BL-21	2	2-4
16636147	4	WILL-2,HeLa,3T3-Swiss albino,MCF-7,HEK293-EBNA,NIH 3T3,HEK293	7	5-9
17000875	4	U2OS,HeLa	2	2-4
17011503	4	Chub-S7,HEK293-EBNA	2	2-4
17085477	4	COS-1,MCF-7,MDA-MB-231	3	2-4
17179179	4	U-937,CHO,HeLa,LB,MCF-7	5	5-9
17251190	4	HEK293	1	1
17389650	4	EL4,Jurkat,HCT 116,P3/NS1/1-Ag4.1,HEK293	5	5-9
17420289	4	H314,USP-3,NCI-H187,HeLa,SW480	5	5-9
17511879	4	HEK293T	1	1
17581628	4	PC12,SW2	2	2-4
17635994	4	A-431,HEK293T,CHO,MDCK,Sf9,HEK293-ET,HeLa,NRK,COS-7,HEK293	10	10+
17709427	4	HeLa	1	1
17889669	4	HEK293T,MCF-7,HeLa	3	2-4
17913746	4	P19,HT-1080,IMR-90,U2OS,HeLa,HIG-82	6	5-9
17962312	4	Sf9,HeLa,HCT 116,COS-7,NIH 3T3	5	5-9
18056411	4	HEK293T	1	1
18239682	4	GM11587,J7,JON	3	2-4
18267973	4	HEK293T,HeLa	2	2-4
18309296	4	MCF-10A,U2OS,MEF (C57BL/6),LNCaP,MCF-7,HCT 116,COS-7,NIH 3T3,A-549	9	5-9
18378770	4	Sf9,U2OS,HeLa,HeLa S3	4	2-4
18410486	4	U-87MG ATCC,HEK293T,HeLa,HEK293	4	2-4
18447585	4	HEK293T,HeLa	2	2-4
18596081	4	SH3 [Mouse hybridoma],SH [Acipenser],HEK293T,HeLa,Jurkat,Caco-2,HEK293	7	5-9
18615582	4	SK-OV-3	1	1
18674540	4	MM-AN	1	1
18769160	4	HT-1080,HeLa,CV-1	3	2-4
18786403	4	Sf9,BL-21	2	2-4
18802093	4	STF1-169	1	1
18978041	4	Hep-G2,BL-21,HeLa,COS-7,CV-1,HEK293,A-549	7	5-9
19098431	4	293GP,HEK293T,U2OS,HeLa	4	2-4
19118032	4	SK-OV-3,H5,U2OS,MCF-7,SaOS-2,U-251MG,PC-3,PC12,A-549	9	5-9
19170759	4	HeLa	1	1
19187766	4	HeLa	1	1
19201866	4	HEK293T,RAW 264.7,PC12,RAW-D,Hep-G2,HEK293-ET,J774A1	7	5-9
19203584	4	HEK293T,U2OS,HeLa,MEF (C57BL/6),HCT 116,HEK293	6	5-9
19234465	4	HEK293T	1	1
19249677	4	IMR-90,T98G,U2OS,MEF (C57BL/6)	4	2-4
19250647	4	SUP-T1,HEK293T,NIH 3T3,SK-N-BE(2)	4	2-4
19270680	4	MCF-10A,MCF-7,HeLa,Schneider 2,NTERA-2,SH-SY5Y	6	5-9
19275932	4	U-87MG ATCC,HEK293T,SK-BR-3,Sf9,SH-2 [Human contaminated breast cancer],GM00970,BT-474	7	5-9
19343227	4	H-4,BL-21,HeLa	3	2-4
19411070	4	T-47D,MCF-10A,MDA-MB-435,SK-BR-3,MEF (C57BL/6),MDCK,T-47,MCF-7,HCT 116,HEK293,MDA-MB-231	11	10+
19433454	4	A-431,HeLa,HEK293-EBNA,R-3327-H,MG-63	5	5-9
19446504	4	Sf9,HeLa	2	2-4
19450526	4	MDA-MB-435,IMR-90,LNCaP,NIH 3T3,MDA-MB-231,T-47D,HeLa,U266B1,TD	9	5-9
19468048	4	Sf9,HEK293T	2	2-4
19468300	4	Sf9,BL-21,HeLa,HeLa S3	4	2-4
19490898	4	WIV-BS-484,HeLa	2	2-4
19525971	4	HEK293T,HeLa,HeLa M	3	2-4
19528298	4	HEK293	1	1
19581926	4	HEK293T,CHO,MCF-7,HeLa,SH-SY5Y	5	5-9
19584355	4	HEK,Sf9,HEK293	3	2-4
19597481	4	U2OS,HeLa	2	2-4
19641227	4	COS-1,Sf9,HeLa,L-1 [Human ovarian carcinoma],HEK293	5	5-9
19713971	4	CHO,HeLa,MEF (C57BL/6),SK-N-SH	4	2-4
19762596	4	IMR-90,HEK293	2	2-4
19762597	4	HEK293T,HeLa,CHO-FLAG-hBLT1,HBEC30-KT,HEK293	5	5-9
19802386	4	HEK293T,CHO,HeLa,HEK293/AT1	4	2-4
19810754	4	BL-21,MEF (C57BL/6)	2	2-4
19823681	4	K-562,HEK293T,Rat1,NIH 3T3,Ba/F3	5	5-9
19825828	4	HeLa,MEF (C57BL/6),HEK293	3	2-4
19836242	4	A-431,M229,HeLa,MCF-7,T98	5	5-9
19854137	4	Sf9,NCI-H1299,HEK293T,HeLa	4	2-4
19893491	4	HEK293T,HeLa	2	2-4
19893574	4	HEK293T,Jurkat,HeLa,U-373MG ATCC	4	2-4
19934260	4	K-562,HeLa	2	2-4
19934264	4	C2C12,COS-1,NCI-H1299,HeLa,HEK293	5	5-9
19956800	4	HEK293T	1	1
19966869	4	HEK293T,MCF-7,T-47D,B301,U2OS,HeLa,MEF (C57BL/6),SaOS-2	8	5-9
20026589	4	HeLa CD4-Clone 6C,HeLa	2	2-4
20026656	4	Rat1A,NIH 3T3,ST14A,St-4,HeLa,MEF (C57BL/6)	6	5-9
20027226	4	HO #1,H9c2(2-1),PC12,NIH 3T3,HEK293	5	5-9
20067578	4	HEK293-FT,HEK293,SH-SY5Y	3	2-4
20086174	4	HCC1937,HeLa,MCF-7,HEK293	4	2-4
20090955	4	GM00097,BL-21,HEK293-FT,HEK,T-REx-293,HEK293	6	5-9
20126263	4	BL-41,HEK293T,BL-21,U2OS,HeLa,MCF-7	6	5-9
20129940	4	HEK293T,HEK293	2	2-4
20156966	4	HEK293T,SH-SY5Y	2	2-4
20161783	4	J3T,A-431,RGC-5,MDCK,PC12,NIH 3T3,T29	7	5-9
20208519	4	NCI-H1299,SK-BR-3,IMR-90,BJ1-hTERT,U-937,U2OS,HeLa,BT-549,Br-NHF-1,HEK293,AD-293	11	10+
20302655	4	HMN-1,MDCK,NSC-H9	3	2-4
20347421	4	U2OS	1	1
20347844	4	BL-21,HeLa	2	2-4
20368734	4	BL-21	1	1
20368990	4	HEK293T,Hep 3B2.1-7	2	2-4
20388777	4	HEK293T,MCF-7,NIH 3T3,HeLa	4	2-4
20424263	4	MCF-7,HEK293	2	2-4
20462497	4	M22,Hep-G2,Hep-56.1C,HFF-1,FW3-47	5	5-9
20483783	4	Jurkat,U-937,H9	3	2-4
20489164	4	HeLa	1	1
20498720	4	COS-1,HEK293	2	2-4
20501938	4	HEK293T,RAW 264.7	2	2-4
20506188	4	Jurkat	1	1
20518497	4	HSC 536,HeLa,EUFA143,HeLa S3	4	2-4
20525793	4	Sf21,BL-21,GM02936,HeLa	4	2-4
20571128	4	BL-6,16B,ES-E14TG2a	3	2-4
20574068	4	3T6-Swiss albino,KMUe005-A,HeLa,Jurkat	4	2-4
20577214	4	Sf9,CHO-A7,HeLa,MEF (C57BL/6),HEK293	5	5-9
20668552	4	HMN-1,CHO,A375.S2,SH-SY5Y	4	2-4
20671031	4	HEK293T,HeLa,PC-3	3	2-4
20704274	4	BL-21,BT-474	2	2-4
20709748	4	HEK293T,NCI-H1703	2	2-4
20811458	4	HEK,U-HO1,Neuro-2a,HEK293	4	2-4
20817927	4	HEK293T,BL-21,UKTS9175,HeLa,HEK293,SMG-C6	6	5-9
20818375	4	JON,BJ1-hTERT,HEK293T,HeLa,MEF (C57BL/6),Jurkat,NIH 3T3	7	5-9
20884878	4	C2C12,HEK293	2	2-4
20943952	4	HMN-1,SK-N-MC,HEK293T,MDCK,MCF-7,NIH 3T3,3T3-Swiss albino,COS-7	8	5-9
20951947	4	MCF-10A,HeLa B,hTERT-RPE1,HeLa	4	2-4
21057456	4	HT-1080	1	1
21070969	4	BL-21,HEW	2	2-4
21072212	4	HEK293T,U2OS,MEF (C57BL/6),HEK293	4	2-4
21075794	4	HEK293T,HeLa	2	2-4
21088000	4	RWPE-2,RWPE-1,LNCaP,P69SV40T	4	2-4
21118991	4	HEK293T,SW480,HCT 116	3	2-4
21127351	4	Hep-G2,HeLa,EcR-293,HEK293	4	2-4
21148299	4	HeLa	1	1
21152872	4	DU145,Hep 3B2.1-7,HEK293	3	2-4
21164480	4	MCF-7	1	1
21185211	4	HMN-1,HEK293T,MEF (C57BL/6),MOLT-4	4	2-4
21186364	4	Sf9,BL-21,HeLa	3	2-4
21203579	4	SK-BR-3,MCF-12F	2	2-4
21209200	4	HEK,K-562,SH-SY5Y	3	2-4
21226479	4	Sf9,Sf21,HEK293	3	2-4
21234523	4	COS-7	1	1
21235734	4	MRC-5,BxPC-3,Caki-1,HEK293T,LNCaP,MDA-MB-231,T-47D,A-549	8	5-9
21240272	4	HEK293T,BL-21,HeLa,HEK293	4	2-4
21245042	4	NCI-H1915,HEK293T,LNCaP,PC-3	4	2-4
21251231	4	HEK293T,BL-21	2	2-4
21254166	4	Hep-G2,D54 [Human glioblastoma],HeLa,MCF-7	4	2-4
21258410	4	BL-21,HEK293	2	2-4
21282464	4	IOSE-121,HMN-1,HCC1937,ECV-304,BTI-Tn-5B1-4,HeLa,MCF-7	7	5-9
21331046	4	RAW-D,RAW 264,HeLa,16B,MEF (C57BL/6),RAW 264.7	6	5-9
21346760	4	HEK293T,IMR-90,OP9,H9,MEF (C57BL/6),HGPS-iPSC#6,HGPS-iPSC#3,HGPS-iPSC#1,HGPS-iPSC#5,HGPS-iPSC#2,HGPS-iPSC#4	11	10+
21360626	4	MEF (C57BL/6),CJ7	2	2-4
21376232	4	SH-SY5Y	1	1
21382479	4	BEAS-2B,293 c18/DRD4,Jurkat	3	2-4
21454693	4	HEK293T,NIH 3T3	2	2-4
21533173	4	HEK293T,HEK293	2	2-4
21555369	4	SK-BR-3,MCF-7,MDA-MB-453,MDA-MB-231	4	2-4
21624955	4	GM00216,HeLa	2	2-4
21670212	4	Sf9,HEK293T,HeLa	3	2-4
21677751	4	HEK293T,CHO	2	2-4
21699904	4	HEK293T,Jurkat,OM10.1,Sf9,HeLa,J1.1	6	5-9
21713032	4	U-87MG ATCC,HEK,H9,T29H,Jurkat,HEK293	6	5-9
21725358	4	MCF-10A,HMN-1,HCT 116,MCF-10AT	4	2-4
21763699	4	BL-21	1	1
21785412	4	BL-21,HeLa	2	2-4
21785414	4	BL-21,HeLa	2	2-4
21854986	4	HEK293,Huh-7.5	2	2-4
21855630	4	HMN-1	1	1
21858012	4	PC-10,HeLa	2	2-4
21874044	4	BL-21,U2OS,HeLa,HEK293	4	2-4
21909281	4	HEK293T	1	1
21936852	4	HeLa	1	1
21951725	4	Jurkat,PC12,HeLa	3	2-4
21965288	4	HMN-1,NRK,NRK-52E	3	2-4
21969370	4	Sf21	1	1
21982743	4	HEK293	1	1
21986944	4	HEK293T,LNCaP,22Rv1,DU145,HEK293	5	5-9
21996738	4	MCF-7,PC12,NIH 3T3	3	2-4
22000412	4	C212,HeLa	2	2-4
22036564	4	Raji	1	1
22072986	4	HEK293T,hTERT-RPE1,Pre2.8,MEF (C57BL/6)	4	2-4
22075993	4	HEK293T,U2OS,HeLa	3	2-4
22096579	4	HEK293T,NIH 3T3,MEF (C57BL/6),HEK293	4	2-4
22140357	4	SUP-T1,J-Lat 8.4,HEK293T,J-Lat 9.2,Jurkat,A2.A2	6	5-9
22169110	4	A-375,BV-173,Ba/F3,SW620,K-562,PANC-1,K-562R	7	5-9
22205987	4	HEK293T,BL-21,NIH 3T3,HeLa	4	2-4
22210892	4	CLXXVI-3C11-F14	1	1
22230296	4	MCF-7	1	1
22244754	4	DD1219,U-87MG ATCC,BL-21,HEK293-EBNA,HEK293	5	5-9
22244757	4	Ba/F3	1	1
22292079	4	HEK293T	1	1
22295074	4	Neuro-2a	1	1
22304917	4	BL-21,16B,A2H,HeLa	4	2-4
22310285	4	COS-1,HEK293T,HeLa,MEF (C57BL/6),LNCaP,PC-346,PC-3,DU145,HEK293	9	5-9
22342342	4	HEK293T,U2OS,HeLa	3	2-4
22343722	4	MDCK,HL	2	2-4
22347407	4	HCT 116,SK-N-SH	2	2-4
22356826	4	T-REx-293,HEK293	2	2-4
22357538	4	MCF-10A,HEK293T,293 c18/DRD4,U2OS,HeLa,HeLa S3	6	5-9
22362753	4	HEK293T,NIH 3T3,HeLa,F9	4	2-4
22363791	4	MCF7 Tet-On,MCF-7,WILL-2	3	2-4
22366786	4	HEK293-FT,COS-1,T-REx-293	3	2-4
22388039	4	BxPC-3,HEK293T,RAW 264.7	3	2-4
22404908	4	HEK293T,COS-7,HEK293	3	2-4
22404984	4	DD2609,NCI-H1299,DD2647,HCT 116	4	2-4
22406621	4	NCI-H1299,HEK293T,NCI-H460,NCI-H358,BJ1-hTERT,HCC1171,A-549	7	5-9
22456510	4	NCI-H1299,HEK293T,HCT 116	3	2-4
22492721	4	NCI-H1299,HEK293T,U2OS,HeLa	4	2-4
22505616	4	A-549	1	1
22508508	4	HEK293T,BL-21,U2OS,HeLa	4	2-4
22510687	4	HEK293T,HeLa	2	2-4
22581055	4	BL-21,HeLa	2	2-4
22606318	4	HMN-1,HEK293T,HeLa,HeLa Kyoto	4	2-4
22612223	4	HEK293,HEK293-FT,SH-SY5Y	3	2-4
22681887	4	PC-10,HEK293T,U2OS	3	2-4
22729867	4	U-87MG ATCC,CHO,LN-229,MEF (C57BL/6),U-251MG	5	5-9
22768177	4	HM 2,HEK293T,HeLa,SH-SY5Y	4	2-4
22801494	4	THP-1,BG01V,HEK293-A,OS4	4	2-4
22833562	4	HMN-1,HEK293T,CHO,T-9,HeLa	5	5-9
22869143	4	HeLa,MEF (C57BL/6),MCF-7,NIH 3T3,HEK293-FT,A-549	6	5-9
22995475	4	HeLa,HaCaT,NIH 3T3,HEK293,MDA-MB-231	5	5-9
23017601	4	PC12,HT22	2	2-4
23027902	4	PC12,HeLa,SH-SY5Y	3	2-4
23028469	4	BL-6,MEF (C57BL/6),HEK293	3	2-4
23104097	4	MV-522,BL-21,YT1	3	2-4
23112296	4	U-87MG ATCC,Hybridoma 231,HeLa,MCF-7,MCF10DCIS.com,NIH 3T3,MDA-MB-231,Rat2	8	5-9
23142979	4	HEK293T,293 c18/DRD4,NCI-N87	3	2-4
23152621	4	HeLa	1	1
23153538	4	Ba/F3	1	1
23166351	4	Rat1,A3.01,MEF (C57BL/6),NIH 3T3,HEK293,HF-1 [Human follicular lymphoma]	6	5-9
23175185	4	HMN-1,HEK293,A-549	3	2-4
23202584	4	BL-21,HEK293-A,MEF (C57BL/6)	3	2-4
23246971	4	BL-21,MCF-7,HCC1937	3	2-4
23251006	4	U-87MG ATCC,HT-1080,HeLa	3	2-4
23286385	4	HEK293T	1	1
23308279	4	HEK293T,MEF (C57BL/6)	2	2-4
23316280	4	BL-21,HeLa,MEF (C57BL/6),PANC-1	4	2-4
23371553	4	Hs 578T,HEK293T,PANC-1,PA1,Sf9,HeLa,MEF (C57BL/6),HCT 116,NTERA-2,HEK293	10	10+
23375009	4	HeLa	1	1
23405012	4	HEK293T,HeLa,HFF-1,HCT 116,NIH 3T3	5	5-9
23408908	4	BL-21,NIH 3T3,HeLa	3	2-4
23469015	4	HEK293T	1	1
23514740	4	Raji,6E6,HEK293T,Jurkat,J.CaM2,Jurkat E6.1	6	5-9
23533167	4	Hep-G2,K-562,Kasumi-1,Hep 3B2.1-7,NIH 3T3	5	5-9
23541952	4	UTMC-2,Hs,SK-MM-1,HEK293T,HBL-1 [Human diffuse large B-cell lymphoma],OCI-Ly2,U266B1	7	5-9
23554879	4	HEK293T,N1E-115,SH-SY5Y	3	2-4
23555303	4	HEK293T,MDA231-LM2-4175,HeLa	3	2-4
23602387	4	A-431,SK-BR-3,HeLa,MDA-MB-231	4	2-4
23610558	4	NSC-34,HMN-1,HEK293T,HB9.1-EI	4	2-4
23622247	4	BL-21,COS-7,NIH 3T3	3	2-4
23636329	4	HeLa,RCC4,HTC	3	2-4
23643389	4	T-47D,Sf9,HCT 116,NCI-H460,HEK293,MDA-MB-361	6	5-9
23708605	4	HeLa	1	1
23708998	4	HEK293T,BL-21,HEK293	3	2-4
23734213	4	LNCaP,PC-3	2	2-4
23737552	4	HEK293T,HEK,MEF (C57BL/6),ST2	4	2-4
23737971	4	CHO,CV-1,Swiss3,AA-2,HeLa,3T3-Swiss albino,T-REx-HeLa	7	5-9
23741051	4	GM00892,HeLa	2	2-4
23772036	4	HL-1,HeLa,MEF (C57BL/6),MG-3	4	2-4
23826318	4	NCI-H1299,HEK293T,BL-21,U2OS,HEK293	5	5-9
23827681	4	MRC-5,HEK293T	2	2-4
23846693	4	RAW 264.7,HEK293-FT,T.T,293/hTLR5,HEK293	5	5-9
23892058	4	T-REx-293,HEK293T,As4.1,HEK293	4	2-4
23985323	4	HCC4047	1	1
24012335	4	Hs 912.T,HEK293	2	2-4
24012755	4	MRC-5,HEK293T,BL-21,HT-1080,BJ1-hTERT,U2OS,HeLa,Schneider 2	8	5-9
24023838	4	D264,BJ1-hTERT,HEK293,A-549	4	2-4
24023840	4	HEK293-FT,HEK,HEK293	3	2-4
24068323	4	HEK293T	1	1
24116224	4	CCRF-CEM C7,HEK293T,HeLa,HEK293	4	2-4
24210661	4	HEK293T,AsPC-1	2	2-4
24212136	4	F56 [Mouse hybridoma],BL-21,HT-1080,4T1,A-549	5	5-9
24243016	4	Rat1,H3774,HeLa,SW2	4	2-4
24260396	4	EJ,HEK293T,HeLa,HEK293	4	2-4
24278015	4	BJAB,BL-21,M299,HEK293	4	2-4
24282027	4	HEK293T,SH-SY5Y	2	2-4
24292623	4	HEK293-FT,MM1.S,U-937	3	2-4
24360964	4	HEK293T,SW480,SW620,J-Lat 6.3,MEF (C57BL/6),HCT 116,UM-SCC-1,HT-29	8	5-9
24368734	4	HEK293T,MEF (C57BL/6),HCT 116,HEK293,HeLa S3	5	5-9
24369422	4	K-562,HeLa,HEK293	3	2-4
24393003	4	JON,T98G,HEK293T,HeLa	4	2-4
24397932	4	hTERT-RPE1,U2OS,HeLa	3	2-4
24413661	4	NCI-H1299,HEK293T,U2OS,HeLa,HCT 116,R-3327-H	6	5-9
24419059	4	AsPC-1,BxPC-3,PC12	3	2-4
24434208	4	CAL-51,HEK293T,SK-OV-3,HeLa,MEF (C57BL/6),MCF-7,Sh #1,HEK293,MDA-MB-231	9	5-9
24438055	4	Hep-G2,HEK293T	2	2-4
24463463	4	Sf9,BL-21,Jurkat	3	2-4
24485452	4	HeLa,NRK,MCF-7,HUVEC-C,HEK293,MDA-MB-231	6	5-9
24491801	4	MCF-10A,HEK293T,MCF-7,MDA-MB-231,MDA-MB-468,U2OS,HeLa,BT-549	8	5-9
24509440	4	SMC-1,Ba/F3,HMN-1,I 3,MG-63	5	5-9
24509793	4	MCF-10A,MDA-MB-436,HEK293T,MCF-7,MDA-MB-157,MDA-MB-231,T-47D,MDA-MB-468,MEF (C57BL/6),BT-549,T-47	11	10+
24567357	4	SW620,Phoenix-Ampho,HEK293T,IMR-90,HeLa,MEF (C57BL/6),HCT 116,HT-29	8	5-9
24586659	4	HEK293T,RAW 264.7,RAW-D,NCTC clone 929,HEK293	5	5-9
24614341	4	NCI-H1299,NCI-H322,MEF (C57BL/6),NCI-H23,Hs 364.Ct,HEK293,AD-293	7	5-9
24623813	4	Sf9	1	1
24641320	4	Sf21,BL-21	2	2-4
24718257	4	GC-1 spg,HEK293T,HeLa,HCT 116	4	2-4
24758719	4	HMN-1,HEK293T,BL-6	3	2-4
24759320	4	WILL-2,VCaP,CHO-K1/hERG,22Rv1,RWPE-1,HEK293T,LNCaP,NIH3T3-3,DU145,BG1	10	10+
24814345	4	BL-21	1	1
24899641	4	HEK293T,SW1463,1249,NIH 3T3,IOR/OS9,HeLa,HEK293	7	5-9
24943844	4	MCF-7,T-47D,HeLa,COS-7	4	2-4
24954904	4	MCF-7,HEK,HEK293-A,HeLa,MEF (C57BL/6),HEK293	6	5-9
24965446	4	MDBK,HeLa,MEF (C57BL/6),T3-2H6,HEK293	5	5-9
24995978	4	HEK293T,COS-7	2	2-4
24998844	4	NCI-H1299,BL-21,SK-MEL-5,HCT 116,HEK293	5	5-9
24998849	4	Caki-1,HEK293T,hTERT-RPE1,MEF (C57BL/6)	4	2-4
25133527	4	U2OS	1	1
25144743	4	EJ	1	1
25149540	4	HMN-1,HEK293T,MCF-7,J774A1,A-549	5	5-9
25165885	4	HMN-1,Jurkat,HEK293	3	2-4
25190485	4	Raji,Tu To,HEK293T,Rat1,H9,HeLa,SK-N-AS,HEK293,A-549	9	5-9
25207809	4	HEK293T,HEW	2	2-4
25216516	4	BEAS-2B,NCI-H1299,SK-MES-1	3	2-4
25232744	4	HEK293,SH-SY5Y	2	2-4
25245946	4	BL-21,HCT 116,HEK293	3	2-4
25275296	4	Sf9,HEK293T,BL-21,HeLa,MDA-MB-231	5	5-9
25306110	4	Hep-G2,BJ1-hTERT,HEK293T,IMR-90,MCF-7,NIH 3T3,A-549	7	5-9
25326330	4	HEK293T,HCT 116,A-549	3	2-4
25344755	4	PC 61-5-3,HEK293T,BL-21,OP9,MOLT-4,MC-38,NIH 3T3,Sf9,HeLa,Plat-E,MEF (C57BL/6),GM02993,MOLT-16,HEK293	14	10+
25385046	4	COS-1,CMT-1,HEK293T,HeLa,Plat-E	5	5-9
25398907	4	K-562,BL-21,MDA-MB-231,HeLa,MEF (C57BL/6),13C1	6	5-9
25453754	4	HEK293T,MDA-MB-231,BT-549	3	2-4
25456412	4	BL-21,HEK293	2	2-4
25487150	4	GM02149,HeLa	2	2-4
25532805	4	HEK293T,Jurkat,CCRF-CEM,U-937,HeLa	5	5-9
25558984	4	HEK293T,BL-21,U2OS	3	2-4
25574025	4	BL-21,U2OS,HeLa,hTERT-RPE1,HEK293-FT	5	5-9
25595906	4	HEK293T,Hep-G2,HGC-27	3	2-4
25675294	4	A-375,HEK293T,U2OS,HCT 116	4	2-4
25693418	4	RAW 264,HEK293T,BL-6,U2OS,HeLa,MEF (C57BL/6),MCF-7,HEK293	8	5-9
25695607	4	HEK293T,MCF-7,Jurkat,HEK293-FT,HEK,HeLa	6	5-9
25727006	4	Sf9,S6-1,HeLa,Schneider 2	4	2-4
25731175	4	HEK293S,HEK293T,Schneider 2,HEK293	4	2-4
25751140	4	MCF-10A,Hep-G2,CLXXVI-3C11-F14,HEK293-A,HEK293T,HeLa,MEF (C57BL/6),H2.35,NIH 3T3,HEK293	10	10+
25753662	4	MDA-MB-435,HEK293T	2	2-4
25812002	4	GM00292,HEK293T,IE-3,HeLa,HEK293,HF-1 [Human follicular lymphoma]	6	5-9
25818288	4	HEK293T,BL-6,U2OS,HeLa,HEK293-EBNA,HCT 116	6	5-9
25843623	4	hTERT-RPE1,U2OS,HeLa	3	2-4
25855964	4	NCI-H1299,HEK293T,MDA-MB-231,EJ,U2OS,HeLa,Hs 917.T	7	5-9
25871009	4	CMT93,HEK293T,HT-29	3	2-4
25873176	4	HEK293T,MEF (C57BL/6),MCF-7,COS-7,MDA-MB-231	5	5-9
25888903	4	ACC-LC-80,SK-N-SH	2	2-4
25891951	4	MCF-7,HeLa	2	2-4
25931448	4	SC	1	1
25961923	4	MCF-10A,NCI-H1299,DD1258,MCF-7,MCF-10AT,HMEC-1,U2OS,MEF (C57BL/6),HCT 116	9	5-9
26004684	4	H157,NCI-H1299,NCI-H292,NCI-H460,NCI-H358,HCC827,MEF (C57BL/6),NCI-H146,NCI-H1975,A-549	10	10+
26021757	4	J3T,HEK293T,JON,HEK	4	2-4
26045165	4	BL-21,MDCK,HEK293	3	2-4
26053850	4	HEK,8A2N,Neuro-2a,HEK293	4	2-4
26065575	4	HEK293T,HEK,HeLa,BHK-21	4	2-4
26116755	4	BL-21,HeLa	2	2-4
26188084	4	T-REx-293,HEK293T,Hs 926.T,BL-21,U2OS,DD2221,HeLa S3	7	5-9
26221972	4	HEK293T,Jurkat,JC,LyD9	4	2-4
26265008	4	U2OS,HeLa,GM12072,7E9,HEK293	5	5-9
26299963	4	BL-21,HeLa,HEK293	3	2-4
26359353	4	Hep-G2,BL-21,Hep 3B2.1-7,A-549	4	2-4
26414348	4	C2C12,HeLa,Neuro-2a,HEK293	4	2-4
26418745	4	Sf21,PC12,HEK,IMR-32,HEK293,UACC-3149	6	5-9
26446845	4	HEK293T,PC12,Hep-G2,HEK293	4	2-4
26449471	4	HEK293T	1	1
26456228	4	HEK293T,HT-1080,HeLa	3	2-4
26481148	4	Ba/F3,MEF (C57BL/6),MCF-7,MDA-MB-231	4	2-4
26496426	4	HEK293T,COS-7	2	2-4
26551075	4	MCF-10A,A-431	2	2-4
26575292	4	HEL,HEK293T,MEG-01	3	2-4
26586190	4	HEK293T	1	1
26595381	4	RPTEC/TERT1,hTERT-RPE1	2	2-4
26600301	4	HG-261,CHO,MEF (C57BL/6),LNCaP,PC-3,Jurkat,DU145,HEK293	8	5-9
26613412	4	H129-19.6.8,PC 61-5-3,HL-60,HEK293T,BL-6,HL	6	5-9
26625199	4	HEK293T/17,NCI-H1299,HEK293T,HeLa,ND03663,HCT 116,MOLT-4,Jurkat	8	5-9
26644512	4	HEK293T	1	1
26657156	4	M2-10B4,K-562,EM-2,HEK293T,F9,K-562R	6	5-9
26666268	4	HeLa,CMT-2	2	2-4
26720344	4	NALM-6,HCT 116,HCT 8,SH-SY5Y	4	2-4
26748827	4	NCI-H1299,MCF-7,PANC-1,BL-6,MEF (C57BL/6),HCT 116,hMSC-AT,HEK293	8	5-9
26753747	4	HEK293	1	1
26754771	4	HCC1806,T-47D,SUM149PT,SK-BR-7	4	2-4
26882543	4	NCI-H1299,HEK293T,BL-21,SW480,Sf9,U2OS,MEF (C57BL/6),SMMC-7721,HCT 116,R-3327-H,A-549	11	10+
26965827	4	HEK293T,HeLa	2	2-4
26971995	4	HEK293T,MDCK,Schneider 2	3	2-4
27008177	4	HeLa,HB,HEK293,A-549	4	2-4
27029610	4	K-562,HEK293T,Hep-G2,HeLa,MEF (C57BL/6)	5	5-9
27031960	4	HEK293	1	1
27043084	4	HEK293T,HeLa,MEF (C57BL/6),HCT 116	4	2-4
27045108	4	HEK293	1	1
27060135	4	HeLa	1	1
27065097	4	DD3200,Expi293F,HeLa	3	2-4
27093085	4	COS-7	1	1
27142104	4	OPM-1,JJN-3	2	2-4
27197231	4	NCI-H1792,NCI-H1299,Jurkat,NCI-H460,NCI-H1869,HEK293,NCI-H358,A-549	8	5-9
27249023	4	HEp-2,BL-21,HeLa,SH-SY5Y	4	2-4
27259151	4	S6-1	1	1
27334615	4	Emma-spleen,HeLa,HEK293,SH-SY5Y	4	2-4
27399284	4	HeLa,P3HR-1	2	2-4
27425606	4	HEK293T,MDCK	2	2-4
