pid	n_ppi	cell_names	n_annotations	specificity
19077306	2	SK-BR-3	1	1
19079338	2	NIH 3T3	1	1
19088080	2	Capan-1,MIA PaCa-2,Capan-2,BxPC-3,BL-21,CFPAC-1,PANC-1	7	5-9
19095693	2	HEK293T,BL-21,LNCaP,Hep-G2,BGC-823	5	5-9
19135889	2	HEK293T,HT-1080,HeLa,MEF (C57BL/6)	4	2-4
19135897	2	HEK293T,HEK	2	2-4
19151705	2	HEK293T,BL-21,NIH 3T3,ACC-LC-97,U2OS,HeLa,MEF (C57BL/6),SaOS-2,HCT 116	9	5-9
19152501	2	NIH 3T3,HEK293-FT,HeLa,COS-7,HEK293,SH-SY5Y	6	5-9
19158675	2	NAL1A clone C4E10,HEK293T,HM 2,THP-1,HEK293	5	5-9
19158676	2	HEK293T,THP-1,HEK293	3	2-4
19167333	2	HEK293T,Rat1,HeLa,Neuro-2a	4	2-4
19203580	2	ACC-LC-80	1	1
19204783	2	COS-1	1	1
19219073	2	U2OS,HeLa,HCT 116,NIH 3T3,A-549	5	5-9
19225519	2	CHO,PC12,COS-1	3	2-4
19229320	2	THP-1,Sf9,HEK293T,BL-6,HeLa,MEF (C57BL/6),HAP1,MT-2	8	5-9
19268590	2	HEK293T,HCC1937,U2OS,HeLa,HeLa S3	5	5-9
19276356	2	MCF-10A,HO15.19,MCF-7,HEK293,MCF-10AT	5	5-9
19276361	2	HeLa,HCT 116,HEK293,A-549	4	2-4
19277120	2	HeLa,U-251MG,HeLa S3,U-373MG ATCC	4	2-4
19290556	2	CMT-1,Jurkat,HeLa,CMT-4	4	2-4
19303846	2	HEK293T,Neuro-2a	2	2-4
19331827	2	HMN-1,CHO,MCF-7,RAW 264.7	4	2-4
19339969	2	BL-21,HH-8	2	2-4
19341714	2	QT6,COS-1,HeLa,MEF (C57BL/6),MG-63	5	5-9
19343786	2	NCI-H1299,U2OS,MEF (C57BL/6)	3	2-4
19345329	2	MCF-10A,HEK293T,MDA-MB-468,BL-21,U2OS,MCF-7,MCF-10AT	7	5-9
19358706	2	BL-21	1	1
19358819	2	BL-21,Sf9	2	2-4
19363486	2	CHO,PC12,NIH 3T3,SH-SY5Y,CHO-K1,MDA-MB-231	6	5-9
19363487	2	HT-1080,U2OS,IMR-90,HeLa,MEF (C57BL/6),MCF-7,SaOS-2	7	5-9
19377479	2	Sf9	1	1
19411066	2	EU-4,EU-1,As4.1,SH-SY5Y	4	2-4
19422324	2	MRC-5,BL-21	2	2-4
19424503	2	MDA-MB-231,IMR-32,SH-SY5Y	3	2-4
19442657	2	HMN-1,HEK293T,BL-21,Sf9,HeLa	5	5-9
19465916	2	BJAB,BL-21,MEF (C57BL/6)	3	2-4
19468302	2	Sf9,U2OS,HeLa,HCT 116,hTERT-RPE1	5	5-9
19500350	2	HEK293T,HeLa	2	2-4
19503796	2	HEK293T,Sf9,HeLa,HEK293	4	2-4
19513100	2	UT-7,MDA231-LM2-4175,SaOS-2,NIH 3T3	4	2-4
19520849	2	BL-21,HeLa,HEK293	3	2-4
19536328	2	HEK293,SH-SY5Y	2	2-4
19549900	2	HEK293T,F12-6,F12-3,HeLa,MEF (C57BL/6)	5	5-9
19553522	2	MDCK,Jurkat,NIH 3T3	3	2-4
19561196	2	HeLa,MEF (C57BL/6)	2	2-4
19561611	2	HEK293T	1	1
19570034	2	HeLa,HEK293	2	2-4
19580544	2	NSC-34,PC12,HeLa	3	2-4
19585539	2	C2C12,UMR-106,UMR-106-01,U2OS	4	2-4
19586614	2	Jurkat,SK-OV-3,HT-29,HEK293	4	2-4
19609353	2	T-47D,U-937,HeLa,T-47,HeLa S3	5	5-9
19627396	2	CHO,CHO-K1	2	2-4
19667091	2	CH12.LX,BTI-Tn-5B1-4,HL,WEHI-231,M12.4.1	5	5-9
19681044	2	U2OS,HeLa,LNCaP,MCF-7,PC-6,PC6-3,SH-SY5Y	7	5-9
19706771	2	LNCaP,PC-3,LAPC-4,HeLa	4	2-4
19720873	2	HeLa,HEK293	2	2-4
19732720	2	MCF-10A,MDA-MB-435,Hs 578T,HEK293T,MCF-7,MDA-MB-453,MCF-10AT,MDA-MB-231,T-47D,HMEC-1,HeLa,BT-549,MDA-MB-361	13	10+
19732752	2	HeLa	1	1
19744555	2	CHO,HeLa	2	2-4
19768112	2	AND-1,HCC1937,HEK293T,HaCaT,MCF-7,COS-7,HEK293	7	5-9
19781631	2	NCTC 2544,A-549,EA.hy 926	3	2-4
19783980	2	HEL,K-562,Ba/F3,HL-60	4	2-4
19822672	2	HEK293T,COS-7,SH-SY5Y	3	2-4
19823572	2	HEK293T,MEF (C57BL/6),COS-7	3	2-4
19838173	2	HEK293T,MCF-7,BCBL-1,HCT 116,Has,NIH 3T3,HEK293	7	5-9
19838187	2	A2.A2,NIH 3T3,HEK293-F	3	2-4
19854138	2	Sf9,HEK293T,U2OS	3	2-4
19861535	2	GM06914,HSC 536,HeLa,HEK293	4	2-4
19879842	2	BL-21,As4.1,HeLa,HEK293	4	2-4
19889837	2	MCF-10A,A-431,MDCK,Caco-2,HEK293-FT,MCF-10AT,HeLa,HBEC1-KT	8	5-9
19891780	2	HeLa,Hep 3B2.1-7	2	2-4
19892016	2	SGHPL-4,PC12,MC3T3-E1	3	2-4
19899154	2	FW3-47	1	1
19903340	2	U-87MG ATCC,HEK293T,HeLa,MEF (C57BL/6),LNCaP,MCF-7,DU145	7	5-9
19906707	2	CHO,Ho,HeLa	3	2-4
19907493	2	HEK293T,SH-SY5Y	2	2-4
19932172	2	MIA PaCa-2,DU145	2	2-4
19946270	2	HEK293T	1	1
19948376	2	BJAB,HEK293-A,BL-41,HeLa,HCT 116	5	5-9
20006590	2	Hep-G2,Hep 3B2.1-7	2	2-4
20016786	2	HEK293T,Sf9,HeLa,Schneider 2	4	2-4
20017557	2	BL-21	1	1
20029837	2	55-2,HeLa	2	2-4
20035625	2	MCF-7,MDA-MB-231,HeLa	3	2-4
20043910	2	COS-1,HeLa,DU145,HEK293,A-549	5	5-9
20058232	2	HMN-1,HEK293T,RAW 264.7,Jurkat,NIH 3T3	5	5-9
20068067	2	HEK293	1	1
20096447	2	Caki-2,NCI-H1299,Caki-1,BL-21,U2OS,HCT 116,HEK293	7	5-9
20107607	2	MEF (C57BL/6)	1	1
20145131	2	NCI-H1299,JHU-022	2	2-4
20159449	2	HEK,Huh7S1,MEF (C57BL/6),NIH 3T3,HEK293	5	5-9
20161788	2	HEK293T,MCF-7,MEF (C57BL/6),HEK293	4	2-4
20168298	2	PC-3M,AsPC-1,HEK,HEK293T,CHO,COLO 511,UT-1,MDCK,COS-7,PC2,PK-SV40,HEK293	12	10+
20173781	2	MCF-7,U2OS,HeLa	3	2-4
20174603	2	A3.01,NCI-H596,MCF-7,BG01,C918,HEK293-EBNA,GM12072,Hs 917.T	8	5-9
20184719	2	HEK293T,MCF-7,NIH 3T3,HeLa	4	2-4
20190753	2	MDCK,HEK293	2	2-4
20207734	2	HEK293-EBNA,UACC-3149	2	2-4
20223216	2	Sf9,BTI-Tn-5B1-4,U-937,HEK293	4	2-4
20227041	2	BG01V,NCI-H1299,MDA-MB-468,SK-BR-3,U2OS,BT-474,92-1 [Human uveal melanoma],MCF-7,FW3-47,E-OR,A2.01,GM12072,SW480,MDA-MB-231	14	10+
20231380	2	BL-21,HeLa	2	2-4
20346720	2	SH [Acipenser],U2OS,HeLa,HEK293,MARC 29F8,SH-SY5Y	6	5-9
20347422	2	MEF (C57BL/6),HEK293-EBNA,HEK293	3	2-4
20348946	2	MDA-MB-231,HeLa	2	2-4
20360680	2	HeLa	1	1
20383143	2	HT-29	1	1
20385359	2	THP-1,K-562,H-4,SKNO-1,HMC-1	5	5-9
20395298	2	CNE-2,Hep-G2,U2OS,HeLa	4	2-4
20404925	2	HEK293T,Hep-G2,HeLa,Neuro-2a	4	2-4
20406818	2	HEK293T,BL-21,Phoenix-Ampho,HeLa,MEF (C57BL/6),A-549	6	5-9
20416268	2	HFF-1,HEK293	2	2-4
20426839	2	MCF-10A,BL-21,LNCaP,Hep-G2,U-937,U2OS	6	5-9
20451386	2	HeLa	1	1
20452361	2	HEK293T,BL-21	2	2-4
20457750	2	HEK293T,HT-1080,HEK293	3	2-4
20460517	2	HMN-1,NCI-H1299,MCF-7,MEF (C57BL/6),HCT 116	5	5-9
20484017	2	Capan-2,BxPC-3,HPDE,PC-3	4	2-4
20495340	2	NC-NC,HEK293T,U2OS,MEF (C57BL/6),HEK293	5	5-9
20518486	2	HG-261,M297,DD1214,HEK293	4	2-4
20534812	2	A-431,CHO,PC12,HeLa	4	2-4
20541250	2	IMR-90,N2aSW,H4-II-E	3	2-4
20557936	2	Jurkat	1	1
20559324	2	NCI-H1299,COS-7,Hep 3B2.1-7	3	2-4
20565132	2	Hep-G2,K-562,RKO,GM02571,Jurkat,PC12,Caco-2	7	5-9
20565848	2	PC12,8A2N,HEK293	3	2-4
20576130	2	HMN-1,HOSE 6-3,HOSE1-E7/hTERT	3	2-4
20581839	2	IMR-90,HFF-1,U2OS,HeLa,MEF (C57BL/6)	5	5-9
20603001	2	HEK,hTERT-RPE1,HEK293	3	2-4
20614030	2	TTC-642,NCI-H1299,SK-BR-3,HeLa,MCF-7,NIH 3T3,HEK293	7	5-9
20622121	2	16HBE14o-,HBE1	2	2-4
20622853	2	Sf9,U2OS,HeLa	3	2-4
20625391	2	MS-1 [Human lung carcinoma],NCI-H1650,NCI-H1299,HEK293T,HeLa,NCI-H322,HCT 116,NCI-H1703,Jurkat,NCI-H1975,NIH 3T3,HEK293,NCI-H358,A-549	14	10+
20625400	2	HEK293T,MEF (C57BL/6),BT-549,MCF-7,PK-SV40,MDA-MB-231	6	5-9
20639890	2	HEK293T,SK-BR-3,C6-3,SK-OV-3	4	2-4
20643132	2	HeLa,COS-7	2	2-4
20660480	2	IMR-90,HeLa	2	2-4
20661427	2	NCTC clone 929,SK-HEP-1,HEK293T,HeLa,MEF (C57BL/6)	5	5-9
20676092	2	HFF-1,Jurkat,HEK293	3	2-4
20676135	2	WM266-4,SW620,SW480	3	2-4
20691163	2	COS-1,MCF-7	2	2-4
20693977	2	BJ1-hTERT,U2OS,HeLa,HCT 116,HEK293	5	5-9
20697732	2	HT-1080,HEK293	2	2-4
20705923	2	HEK293	1	1
20708153	2	HEK293T,SK-OV-3,U2OS,HeLa	4	2-4
20711181	2	HeLa,HeLa Kyoto	2	2-4
20719964	2	U2OS,HeLa	2	2-4
20727575	2	HEK293-H,HEK293S,HEK293	3	2-4
20729832	2	HEK293T,TD	2	2-4
20729920	2	SK-MES-1,HeLa,HaCaT,SH-SY5Y	4	2-4
20730100	2	COS-7	1	1
20733054	2	T-47D,MCF-10A,MCF-7,MCF-10AT	4	2-4
20736378	2	U-87MG ATCC,LN-229,LN-428	3	2-4
20739937	2	CV-1,HeLa	2	2-4
20802534	2	HEK293T,NIH 3T3,RC,HeLa	4	2-4
20804554	2	ACC-LC-80	1	1
20817278	2	HEK293T	1	1
20821348	2	C2C12,AsPC-1,HMEC-1,MCF-7	4	2-4
20847938	2	HEK293T,U2OS,HeLa	3	2-4
20850011	2	HeLa	1	1
20854419	2	BJ1-hTERT,HEK293/AT1,HEK293,AD-293	4	2-4
20855292	2	HEK293T	1	1
20857416	2	F9	1	1
20861839	2	ACC-LC-80,HeLa	2	2-4
20869593	2	HEK293T,BL-21,MEF (C57BL/6)	3	2-4
20870941	2	HEK293T,Jurkat,NIH 3T3,GM00498,C1498	5	5-9
20877282	2	HEK293S,Sf9,HEK293T,CHO,COS-7,NIH 3T3	6	5-9
20887894	2	MCF-10A,MCF-7,MCF-10AT,MDA-MB-231,HEK293	5	5-9
20890305	2	SK-OV-3,HEI193,MCF-7,T29,NCI-H460,HT-29,NIH 3T3,HEK293,SW10	9	5-9
20924358	2	Hep-G2,HEK293T,HeLa	3	2-4
20932471	2	PC-10,NCI-H1299,HEK293T,U2OS,HeLa,HCT 116	6	5-9
20935634	2	HEK293T,DD2221,Jurkat,Jurkat E6.1	4	2-4
20935635	2	HEK293T,LNCaP,PC-3,ES-E14TG2a,BJ1-hTERT,Sf9,22Rv1,RWPE-1,HeLa,DU145	10	10+
20944749	2	Jurkat,HeLa	2	2-4
20966256	2	HEK293T	1	1
20967207	2	U2OS,HeLa	2	2-4
20972443	2	CHO,U2OS,HeLa,SK-N-BE(2)-C	4	2-4
21035466	2	COS-7	1	1
21041452	2	CH12.LX,BTI-Tn-5B1-4,HEK293T,MOPC-21,HEK293	5	5-9
21042904	2	LNCaP,SH-SY5Y	2	2-4
21047798	2	Sf9	1	1
21048921	2	MC-38,HeLa,SA461	3	2-4
21048939	2	HEK293T,SH [Acipenser],HEK293,SH-SY5Y	4	2-4
21075307	2	A-431,SJSA-1,DD1258,BL-21,U2OS,MCF-7,HCT 116	7	5-9
21092135	2	COS-1,HEK293T,HeLa	3	2-4
21098111	2	NCI-H1299,HEK293T,BL-21,HeLa,HCT 116	5	5-9
21124883	2	HEK293T,OP9,U2OS,HeLa,MEF (C57BL/6)	5	5-9
21131960	2	HEK293T,SK-BR-3,MCF-7,HeLa,HEK293	5	5-9
21135113	2	NCI-H1299,HEK293T,U2OS,MEF (C57BL/6),HCT 116,A-549	6	5-9
21145483	2	Sf21,BHK-21	2	2-4
21149568	2	COS-1,HeLa	2	2-4
21151116	2	HeLa,Jurkat,COS-7,NIH 3T3,HEK293	5	5-9
21156324	2	NCTC clone 929,MDA-N,HEK293T,HeLa,MDA-MB-231-5a,Jurkat,A-549	7	5-9
21179510	2	HEK293T,HeLa,Hs 25.T	3	2-4
21217703	2	HEK293T,BL-21,HeLa,MEF (C57BL/6)	4	2-4
21232131	2	HeLa	1	1
21242980	2	LNCaP,HeLa,HEK293	3	2-4
21268077	2	PC12D,HEK293T,COS-7,SK-N-SH,NIH 3T3,A-549	6	5-9
21277283	2	A-375,CHO,HCT 116	3	2-4
21305000	2	CNE-2,NCI-H1299,CNE-2Z	3	2-4
21314979	2	MRC-5,IMR-90,Sf9,HeLa	4	2-4
21316606	2	HEL,K-562,2C4 gamma1A/JAK2,HEK293T,TF-1,H4S,U2OS,HeLa	8	5-9
21335086	2	Schneider 3,U2OS,HeLa,Schneider 2,HEK293,A-549,EA.hy 926	7	5-9
21338522	2	K-562,CV-1,COS-1,T.T,HEK293	5	5-9
21349273	2	Sf9,HEK293T,U2OS	3	2-4
21354147	2	SG231	1	1
21372205	2	HEK293,A-549,MDA-MB-231	3	2-4
21378163	2	COS-7,HEK293,HEK293-FT	3	2-4
21390126	2	BJAB,OCI-Ly8,HEK293T,MEF (C57BL/6)	4	2-4
21398607	2	HEK293T,BL-21,Jurkat,NIH 3T3,RAW 264.7/LR5	5	5-9
21399639	2	HEK293T,Jurkat,ES-E14TG2a,HeLa,ND03663,Jurkat E6.1	6	5-9
21399666	2	HEK293T,BL-21,HeLa	3	2-4
21408167	2	NCI-H1299,HEK293T,BL-6,HeLa,NIH 3T3	5	5-9
21408196	2	HEK293,RBL-2H3	2	2-4
21418516	2	BLM,A-375,Hep-G2	3	2-4
21419339	2	HL-1,BL-21,BL-6	3	2-4
21423662	2	C2C12,HEK293	2	2-4
21423803	2	U-87MG ATCC,HT-1080,C2M15,MDAH 2774,MDAH174,SCC-9,HEK293	7	5-9
21427704	2	BL-21,HEK,HEK293	3	2-4
21440557	2	BL-21	1	1
21460846	2	BL-21	1	1
21465483	2	A-431	1	1
21475196	2	BL-21	1	1
21482671	2	38E6E7HFK	1	1
21487036	2	NCI-H1770,H157,MCF-10A,U-87MG ATCC,HEK293T,BL-21,HeLa,NCI-BL1770,A-549	9	5-9
21487039	2	U2OS	1	1
21490927	2	HEK293-ET	1	1
21499258	2	CHO,HeLa	2	2-4
21507240	2	Hep-G2,BEL-7402,SEG-1	3	2-4
21525958	2	HeLa,HEK293	2	2-4
21527745	2	HEK,COS-7,HEK293,SH-SY5Y	4	2-4
21549311	2	Sf9,HEK293T,MPC-11	3	2-4
21552324	2	CH12F3	1	1
21573214	2	SK-N-AS,Neuro-2a,SH-SY5Y	3	2-4
21575199	2	MCF-10A,MCF-7,MLF,MDA-MB-231	4	2-4
21596426	2	HEK293	1	1
21629692	2	MCF-7,MDA-MB-231,HeLa,HCC1945	4	2-4
21638299	2	Hep 3B2.1-7	1	1
21642991	2	NCI-H2373,HEK293T,NCI-H226,NCI-H1466,226H,NCI-H1963,VAMT-1,VGE,Meso37,Meso56,OLD1612,NCI-H2052,JU77,NO36,STY51,JMN,NCI-H2452,H-MESO-1A,H-MESO-1,Meso-10,MSTO-211H,HO275,MH [Human mesothelioma],LO68,O24B,ONE58,Meso-9,SU511,NCI-H28,GAY2911	30	10+
21653824	2	HMN-1,Hs 383.T,HEK,IP,HEK293	5	5-9
21655091	2	HeLa,MCF-7,HL,PC12,MCF10DCIS.com,HEK293	6	5-9
21664574	2	COS-1,HeLa,HEK293	3	2-4
21685886	2	HeLa,HEK293	2	2-4
21685939	2	NCI-H1299,MCF-7,HCT 116,P-6	4	2-4
21695056	2	HEK,J774,HEK293T,293/hTLR5,Huh-7.5.1,HCC4021,J774A1,A-549	8	5-9
21725360	2	A-375,NCI-H1299,HEK293T,U2OS,HeLa,HCT 116	6	5-9
21730980	2	MCF-10A,MCF-7,MCF-10AT,MDA-MB-231,MDA-MB-468	5	5-9
21740303	2	EC9706 clone EC3,HL-60,U-937,HL	4	2-4
21743479	2	NCTC clone 929,HEK293T,MEF (C57BL/6),RAW 264.7,HEK293	5	5-9
21757720	2	HEK293T,HeLa	2	2-4
21757751	2	6E6,HEK293T,Jurkat,90-8	4	2-4
21777808	2	MDA-MB-231,CCRF-CEM,MEF (C57BL/6),HEK293	4	2-4
21798038	2	T-47D,iPS NIHi1,HEK,IM-9,HEK293T,MCF-7,293T/AT1,NIH 3T3	8	5-9
21799930	2	HEK293T,GM10542,NIH 3T3,HeLa	4	2-4
21806997	2	L-5178-Y,HL,HEK293-FT,Sf9,GM00970,HEK293	6	5-9
21826244	2	HEK293T,HeLa,NRK,HL,SW1116	5	5-9
21830225	2	HEK293T,HeLa,HEK293	3	2-4
21847096	2	HEK293T,HeLa,NIH 3T3,HEK293,SH-SY5Y	5	5-9
21864338	2	HEK,HEK293T,Rat1	3	2-4
21871133	2	RPMI-8226,HeLa,MCF-7,PC-3,U266B1	5	5-9
21884934	2	HEK293T,HeLa,MEF (C57BL/6)	3	2-4
21897860	2	HeLa,MEF (C57BL/6),A-549	3	2-4
21898230	2	BL-21	1	1
21900401	2	MCF-10A,JHOC-5,HEC-1-A,HCT 116,HEK293-FT,MCF-10AT	6	5-9
21908405	2	U-87MG ATCC,K-562,EJ,HeLa,SaOS-2	5	5-9
21908610	2	Rat1,COS-1,MEF (C57BL/6),HEK293	4	2-4
21909257	2	HeLa,MDCK,A-549	3	2-4
21911360	2	HEK293T,HeLa,MEF (C57BL/6)	3	2-4
21914189	2	Sf9,U2OS,HeLa,MCF-7	4	2-4
21917589	2	NIH 3T3,IOR/OS9,HEK293	3	2-4
21931693	2	HEK293T,HeLa	2	2-4
21933340	2	T-47D,BJ1-hTERT,A375-P,HMN-1,LF1,HEK293T,HT-1080,MDA-MB-231	8	5-9
21933813	2	MRC-5,HeLa,MEF (C57BL/6)	3	2-4
21935435	2	COS-1,HeLa,MEF (C57BL/6),LNCaP,HEK293	5	5-9
21957239	2	HEK,COS-1,SK-N-MC,HEK293T,HeLa,EL 1,PC12,HEK293	8	5-9
21962513	2	HeLa	1	1
21964608	2	Raji,hTERT-RPE1 mRuby-APC15,Jurkat,Don/a3,J.CaM2	5	5-9
21967847	2	HEK293T	1	1
21967848	2	BL-21	1	1
21984209	2	BL-8,HEK293T	2	2-4
21986318	2	NIH 3T3	1	1
22001647	2	MEF (C57BL/6),A547,HEK293	3	2-4
22022450	2	267B1,RAW 264.7	2	2-4
22031296	2	MCF-7,CHO-K1	2	2-4
22036569	2	HeLa,HEK293	2	2-4
22039351	2	38.1,HEK293T,CHO,U2OS,HeLa,MEF (C57BL/6)	6	5-9
22056774	2	BJAB,HEK293T,BCBL-1,DU145	4	2-4
22056872	2	MCF-10A,MCF-7,MLF,MDA-MB-231,T-47D,MDA-MB-468	6	5-9
22065581	2	HEK293T,HEK,HEK293	3	2-4
22072791	2	HeLa,HEK293	2	2-4
22078880	2	HEK293T,RAW 264.7,L-1 [Human ovarian carcinoma]	3	2-4
22078885	2	HEK293T,BL-21,HeLa,HEK293	4	2-4
22081016	2	MCF-7,CV-1,SW13	3	2-4
22110360	2	H19-7,PC12,HEK293	3	2-4
22116401	2	Capan-1,Hep-G2,HT-1080,HeLa,MCF-7,DU145	6	5-9
22120712	2	NCI-H1299,HFF-1,U2OS,MEF (C57BL/6),HCT 116,A-549	6	5-9
22153505	2	CHO,CHO-K1	2	2-4
22163275	2	SH-SY5Y	1	1
22164301	2	HeLa,HEK293,HEK293-FT	3	2-4
22170762	2	MCF-7/2a,MCF-7,Jurkat,MCF-12A,30-H12,CCRF-CEM,USC-HN1,HeLa,HT-29	9	5-9
22186894	2	U2OS,COS-7,HEK293	3	2-4
22190037	2	CCRF-CEM,HEK293T,Jurkat,HEK293	4	2-4
22195013	2	MCF-10A,HEK293T,HeLa,MDPC-23	4	2-4
22195962	2	HEL,K-562,MDA-MB-435,NCI-H1299,HEK293T,MCF-7,HEK293S,DU145,A-549	9	5-9
22197810	2	HeLa	1	1
22212761	2	HMN-1,JON,BJ1-hTERT,U2OS,MEF (C57BL/6),HEK293	6	5-9
22213801	2	HEK293T,MCF-7,MEF (C57BL/6),SH-SY5Y	4	2-4
22230954	2	Rat1,HEK293-F,HEK293	3	2-4
22232704	2	HEK293T,Lec3.2.8.1,AS-H 1	3	2-4
22235335	2	HeLa,8A2N,PC12,Hep 3B2.1-7	4	2-4
22242185	2	U2OS,HEK293	2	2-4
22244764	2	HEK293T	1	1
22265415	2	MCF-10A,MDA-MB-468,NCI-H60,HEK293,MCF-10AT,MDA-MB-231	6	5-9
22271573	2	MCF-10A,NCI-H1299,MCF-7,NCI-H460,SW480,MDA-MB-231,PaTu 8902,MDA-MB-468,U2OS,MEF (C57BL/6),HCT 116,DU145	12	10+
22285861	2	PC-3,SW620,HCT 116,HT-29	4	2-4
22303461	2	HT,SH-SY5Y	2	2-4
22348143	2	HeLa	1	1
22349830	2	U-87MG ATCC,CHO,MCF-7,U-251MG,B16-F10	5	5-9
22350409	2	HeLa,SK-N-AS,hTERT-RPE1,NIH 3T3,SH-SY5Y	5	5-9
22361354	2	RG-150,U2OS,HeLa,HCT 116	4	2-4
22362772	2	HEK293T,Sf21,THP-1,HL-60,U-937	5	5-9
22383580	2	HEK293T,NIH 3T3	2	2-4
22384255	2	HMN-1,RKO,HuCC-T1	3	2-4
22386318	2	Hep-G2,HEK293T,U-937,RAW 264.7	4	2-4
22387026	2	HeLa,MCF-7,RAW 264.7,105KC,NIH 3T3,HEK293	6	5-9
22391559	2	NCI-H1299,HCT 116,HEK293,A-549	4	2-4
22396657	2	HeLa,MEF (C57BL/6),HEK293	3	2-4
22401567	2	HEK293T,BL-21,HCT 116,HEK293,A-549	5	5-9
22406139	2	U2OS,HeLa	2	2-4
22423108	2	LyD9 LS-1,HEK293T,NIH 3T3,HEK293,HEK293-FT	5	5-9
22431556	2	SK-BR-3,MCF-7,hTERT-HME1,MDA-MB-231,HCC1937,SUM149PT,MDA-MB-468	7	5-9
22439934	2	BL-21,SK-GT-4,HeLa,MEF (C57BL/6)	4	2-4
22442722	2	PC12,HEK293	2	2-4
22446627	2	B16-F10	1	1
22450747	2	PC12,LN-308,LN-229,HEK293	4	2-4
22452784	2	MCF-7,T-47D,22Rv1	3	2-4
22456504	2	HMN-1,HEp-2,PC-3,HeLa,RBL-2H3	5	5-9
22470492	2	3T6-Swiss albino	1	1
22507528	2	HMN-1,THP-1,HEK,HEK293,SH-SY5Y	5	5-9
22529745	2	BL-21	1	1
22532828	2	NIH 3T3	1	1
22534828	2	HMN-1,NCI-H1299,MCF-7,MLF,MDA-MB-231,Mv1Lu,NCTC clone 929,U-937,SK-MG-13,DU145,COS-7,SK-N-SH	12	10+
22544056	2	HEK293T,BL-21,HeLa	3	2-4
22547407	2	BL-21,HeLa,HEK293,EA.hy 926	4	2-4
22552282	2	JEG-3,HEK293T,HeLa	3	2-4
22558273	2	THP-1	1	1
22559944	2	HEK293T,MCF-7,NIH 3T3,COS-7,SH-SY5Y	5	5-9
22578008	2	HT-2,8A2N,COS-7,HEK293,HEK293-FT	5	5-9
22578813	2	NIH 3T3,HeLa,MEF (C57BL/6),HEK293,HeLa S3	5	5-9
22582951	2	CHO,BL-21	2	2-4
22593207	2	U-87MG ATCC,LN-229,HEK293T,BL-21,U-251MG,HEK293	6	5-9
22593576	2	BL-21,DD1293	2	2-4
22629304	2	HeLa,MEF (C57BL/6),MCF-7	3	2-4
22649547	2	NCI-H1299,HEK293T,BL-21,NIH 3T3,HEK293	5	5-9
22658747	2	MRC-5,BL-21,HEK293,XR-1	4	2-4
22660330	2	Ba/F3,HEK293T,HeLa	3	2-4
22683505	2	HEK293T,PC12,T-REx-293,HEK293	4	2-4
22693251	2	H157,NCI-H727,NCI-H1299,HEK293T,NCI-H1703,NCI-H358,A-549	7	5-9
22693631	2	HeLa B,BL-21,HeLa	3	2-4
22705788	2	A-431,32/32	2	2-4
22721718	2	BL-21	1	1
22723743	2	HEK293T	1	1
22724072	2	MRC-5,Sf21,BL-21,HEK293	4	2-4
22728658	2	HEK293T	1	1
22731250	2	Hep-G2,SG231,HuCC-T1	3	2-4
22737255	2	Hep-G2,HEK293T,HeLa,MEF (C57BL/6),HCT 116	5	5-9
22748127	2	BL-21	1	1
22748923	2	CSIRO-BCIRL-HA2,U2OS,HeLa,MEF (C57BL/6)	4	2-4
22789536	2	MTEC1,HEK293T,BV-2	3	2-4
22792074	2	HEK293T,U2OS,HeLa,MCF-7	4	2-4
22792303	2	HEK293T,SK-OV-3,ES2,OVCA432,MDAH 2774,HOC-7	6	5-9
22792322	2	HeLa,MEF (C57BL/6),MCF-7,HEK293,SH-SY5Y	5	5-9
22801493	2	HEK,HEK293T,HT-1080,HeLa	4	2-4
22802125	2	K-562,HEK293T,HeLa	3	2-4
22833563	2	HeLa	1	1
22842904	2	BL-21	1	1
22851713	2	Raji,NCI-H929,HEK293-FT,HEK293,BCL1	5	5-9
22864569	2	MDA-MB-231,HEK,U2OS,HCT 116,HEK293	5	5-9
22885324	2	HeLa,MEF (C57BL/6),NCI-H1975,HEK293	4	2-4
22899650	2	HEK293,SH-SY5Y	2	2-4
22912717	2	NCI-H1299,Hep-56.1C,HeLa,HCT 116	4	2-4
22912825	2	HuT 78,Jurkat,H9,HeLa	4	2-4
22945920	2	MCF-7,RAW 264.7,293/hTLR5,HeLa,COS-7,HEK293	6	5-9
22968820	2	ACC-LC-80,RKO,HT-29	3	2-4
22972034	2	OPM-2,RPMI-8226,HEK293T,NCI-H929,KMS-26,HEK293	6	5-9
22987070	2	BJ1-hTERT,Sf9,HeLa,HCT 116,HE-1,HEK293	6	5-9
22989009	2	KM-H2,HMN-1	2	2-4
22992334	2	U2OS,HeLa,MEF (C57BL/6),F9,COS-7,HEK293	6	5-9
23007647	2	BL-21,HEK293	2	2-4
23010571	2	HEK293SF,CHO,HEK293-H,CHO-K1,HEK293-F,COS-1,HEK293	7	5-9
23022347	2	BL-21,HeLa	2	2-4
23023224	2	A-431,CHO,BL-6,HeLa,MEF (C57BL/6),LNCaP,hTERT-RPE1,NIH 3T3	8	5-9
23028697	2	HEK293T,MEF (C57BL/6),HEK293,U-373MG ATCC	4	2-4
23028987	2	U-87MG ATCC,T98G,U2OS	3	2-4
23037926	2	MDCK,HEK293	2	2-4
